id,fx,fy,fz
1,3.645650863647461,-1.225494384765625,2.4114413261413574
2,2.3033294677734375,4.857452392578125,3.0534896850585938
3,-14.726387023925781,3.6032257080078125,7.878410339355469
4,-14.726394653320312,-3.6033782958984375,-7.878444671630859
5,3.6456565856933594,1.2254791259765625,-2.411426544189453
6,2.3033905029296875,-4.8575439453125,-3.053497314453125
7,3.6456499099731445,-1.2255020141601562,2.4114270210266113
8,2.303375244140625,4.8574981689453125,3.0535049438476562
9,-14.726310729980469,3.60333251953125,7.878368377685547
10,-14.726394653320312,-3.6034088134765625,-7.878421783447266
11,3.6456570625305176,1.2254905700683594,-2.4114389419555664
12,2.3033447265625,-4.8575592041015625,-3.0535125732421875
13,3.6456472873687744,-1.2255172729492188,2.4114255905151367
14,2.3033599853515625,4.8575286865234375,3.0534820556640625
15,-14.726234436035156,3.6033782958984375,7.878326416015625
16,-14.726455688476562,-3.60333251953125,-7.878467559814453
17,3.645644187927246,1.2255020141601562,-2.411418914794922
18,2.3033905029296875,-4.857574462890625,-3.05352783203125
19,3.6456286907196045,-1.2254753112792969,2.41140079498291
20,2.3032989501953125,4.8574981689453125,3.0535049438476562
21,-14.726303100585938,3.603271484375,7.878406524658203
22,-14.726310729980469,-3.6032257080078125,-7.878398895263672
23,3.645634412765503,1.225494384765625,-2.4114022254943848
24,2.30340576171875,-4.857513427734375,-3.0535049438476562
25,3.6456668376922607,-1.22552490234375,2.4114551544189453
26,2.303375244140625,4.857513427734375,3.053497314453125
27,-14.726516723632812,3.6034088134765625,7.878467559814453
28,-14.726394653320312,-3.6033935546875,-7.878475189208984
29,3.6456329822540283,1.2254753112792969,-2.411418914794922
30,2.30340576171875,-4.8575592041015625,-3.05352783203125
31,3.6456422805786133,-1.2254981994628906,2.411423683166504
32,2.3034210205078125,4.8575897216796875,3.0535507202148438
33,-14.726470947265625,3.6033782958984375,7.878452301025391
34,-14.726387023925781,-3.6034088134765625,-7.878444671630859
35,3.645624876022339,1.2254638671875,-2.411412239074707
36,2.30340576171875,-4.8575897216796875,-3.0535202026367188
37,3.6456432342529297,-1.2255172729492188,2.4114298820495605
38,2.3034515380859375,4.8575897216796875,3.0535354614257812
39,-14.726425170898438,3.603424072265625,7.878444671630859
40,-14.726112365722656,-3.6033172607421875,-7.878318786621094
41,3.6456124782562256,1.2254829406738281,-2.411406993865967
42,2.3033905029296875,-4.8575897216796875,-3.0535202026367188
43,3.6456406116485596,-1.2254981994628906,2.4114017486572266
44,2.3034210205078125,4.857574462890625,3.0535430908203125
45,-14.726478576660156,3.6033477783203125,7.878471374511719
46,-14.726333618164062,-3.603424072265625,-7.878425598144531
47,3.6456308364868164,1.2254714965820312,-2.411398410797119
48,2.3033905029296875,-4.8575286865234375,-3.0535049438476562
49,3.645627498626709,-1.22552490234375,2.411421298980713
50,2.30322265625,4.857421875,3.0534439086914062
51,-14.726432800292969,3.6033782958984375,7.878486633300781
52,-14.726531982421875,-3.6034088134765625,-7.878520965576172
53,3.6456046104431152,1.2254753112792969,-2.411414623260498
54,2.3031768798828125,-4.8572998046875,-3.0534286499023438
55,3.64562726020813,-1.2255058288574219,2.411433696746826
56,2.3032684326171875,4.8574066162109375,3.0534744262695312
57,-14.726348876953125,3.60333251953125,7.878429412841797
58,-14.726463317871094,-3.6033782958984375,-7.878437042236328
59,3.6456286907196045,1.2255020141601562,-2.411414623260498
60,2.30322265625,-4.85736083984375,-3.0534210205078125
61,3.6456146240234375,-1.2255020141601562,2.4114251136779785
62,2.3032684326171875,4.857421875,3.053466796875
63,-14.726287841796875,3.6033782958984375,7.878387451171875
64,-14.726470947265625,-3.6034088134765625,-7.87847900390625
65,3.645630121231079,1.2254981994628906,-2.4114155769348145
66,2.303192138671875,-4.8573760986328125,-3.05340576171875
67,3.6456122398376465,-1.2254791259765625,2.411403179168701
68,2.3032379150390625,4.8574371337890625,3.0534744262695312
69,-14.7264404296875,3.6033782958984375,7.878452301025391
70,-14.726600646972656,-3.603485107421875,-7.878536224365234
71,3.6456363201141357,1.2255439758300781,-2.411416530609131
72,2.30316162109375,-4.8573455810546875,-3.0534133911132812
73,3.6456427574157715,-1.2254905700683594,2.411431312561035
74,2.30316162109375,4.8573760986328125,3.0534210205078125
75,-14.726387023925781,3.6033935546875,7.878414154052734
76,-14.726295471191406,-3.6033935546875,-7.878440856933594
77,3.645662307739258,1.2254981994628906,-2.4114294052124023
78,2.3033905029296875,-4.8575897216796875,-3.0535354614257812
79,3.6456410884857178,-1.2254981994628906,2.4114174842834473
80,2.3032073974609375,4.8573760986328125,3.053436279296875
81,-14.726516723632812,3.6033782958984375,7.878498077392578
82,-14.726516723632812,-3.6034393310546875,-7.878482818603516
83,3.645657539367676,1.2254714965820312,-2.411426067352295
84,2.3034210205078125,-4.857574462890625,-3.0535202026367188
85,3.6456797122955322,-1.22552490234375,2.411440849304199
86,2.3032379150390625,4.8573455810546875,3.0534133911132812
87,-14.72650146484375,3.6034088134765625,7.87847900390625
88,-14.72674560546875,-3.60357666015625,-7.878570556640625
89,3.6456618309020996,1.2255096435546875,-2.411426544189453
90,2.303436279296875,-4.8575897216796875,-3.0535354614257812
91,3.645643949508667,-1.2254791259765625,2.4114017486572266
92,2.30322265625,4.8574371337890625,3.053466796875
93,-14.7264404296875,3.6034088134765625,7.878486633300781
94,-14.726654052734375,-3.6035003662109375,-7.878517150878906
95,3.6456756591796875,1.2255134582519531,-2.4114151000976562
96,2.30340576171875,-4.8575286865234375,-3.0535125732421875
97,3.64563250541687,-1.2255020141601562,2.411406993865967
98,2.303253173828125,4.8573760986328125,3.0534210205078125
99,-14.726593017578125,3.603485107421875,7.878490447998047
100,-14.726417541503906,-3.603302001953125,-7.878440856933594
101,3.6456565856933594,1.2255401611328125,-2.411442756652832
102,2.3033447265625,-4.857452392578125,-3.053466796875
103,3.645641565322876,-1.2254829406738281,2.4114232063293457
104,2.3032989501953125,4.8574676513671875,3.0534744262695312
105,-14.726654052734375,3.6035308837890625,7.878528594970703
106,-14.7266845703125,-3.6035003662109375,-7.878559112548828
107,3.6456518173217773,1.2255325317382812,-2.4114341735839844
108,2.3032073974609375,-4.8574371337890625,-3.053436279296875
109,3.645663261413574,-1.2255210876464844,2.411452293395996
110,2.3032684326171875,4.85748291015625,3.053466796875
111,-14.726608276367188,3.603485107421875,7.878501892089844
112,-14.726272583007812,-3.60333251953125,-7.878368377685547
113,3.6456618309020996,1.22552490234375,-2.411437511444092
114,2.30322265625,-4.857391357421875,-3.0534210205078125
115,3.6456427574157715,-1.2255020141601562,2.4114108085632324
116,2.30328369140625,4.8574371337890625,3.0534515380859375
117,-14.726661682128906,3.6034698486328125,7.878551483154297
118,-14.726295471191406,-3.603424072265625,-7.878364562988281
119,3.6456568241119385,1.2255401611328125,-2.4114208221435547
120,2.303192138671875,-4.8573760986328125,-3.0534210205078125
121,3.6456215381622314,-1.2255058288574219,2.4114131927490234
122,2.3032379150390625,4.8574371337890625,3.0534439086914062
123,-14.726318359375,3.603271484375,7.8783721923828125
124,-14.726318359375,-3.6033935546875,-7.878383636474609
125,3.645615816116333,1.2254791259765625,-2.411414623260498
126,2.30316162109375,-4.8573455810546875,-3.0533981323242188
127,3.6456148624420166,-1.2254638671875,2.411417007446289
128,2.3032684326171875,4.857452392578125,3.053466796875
129,-14.726318359375,3.6032562255859375,7.878387451171875
130,-14.7265625,-3.60357666015625,-7.878501892089844
131,3.645625352859497,1.2254676818847656,-2.4114112854003906
132,2.3031158447265625,-4.857330322265625,-3.0533905029296875
133,3.645641326904297,-1.2255134582519531,2.411444664001465
134,2.3033447265625,4.85748291015625,3.053497314453125
135,-14.726303100585938,3.6032867431640625,7.878379821777344
136,-14.7264404296875,-3.6033477783203125,-7.878475189208984
137,3.6456427574157715,1.2254905700683594,-2.411412239074707
138,2.3032073974609375,-4.857391357421875,-3.0534210205078125
139,3.6456310749053955,-1.2255058288574219,2.4114198684692383
140,2.303253173828125,4.857452392578125,3.0534515380859375
141,-14.726303100585938,3.6032257080078125,7.878406524658203
142,-14.726364135742188,-3.60333251953125,-7.878414154052734
143,3.645650863647461,1.2255134582519531,-2.4114151000976562
144,2.3031463623046875,-4.857330322265625,-3.05340576171875
145,-2.347930908203125,-0.00015709083527326584,-8.93536489456892e-05
146,9.951408386230469,-7.1502838134765625,-5.5145263671875
147,9.951217651367188,7.150115966796875,5.514434814453125
148,-2.347869873046875,-0.00016028061509132385,-7.136538624763489e-05
149,9.951454162597656,-7.1502532958984375,-5.5145263671875
150,9.951499938964844,7.150299072265625,5.514404296875
151,-2.34783935546875,-0.00017083529382944107,-4.868907853960991e-05
152,9.951499938964844,-7.15032958984375,-5.51446533203125
153,9.951423645019531,7.1503143310546875,5.5145263671875
154,-2.347900390625,-0.00018455463577993214,-0.00010412750270916149
155,9.951553344726562,-7.1502685546875,-5.5144805908203125
156,9.951339721679688,7.1501922607421875,5.5145263671875
157,-2.34796142578125,-7.829070091247559e-05,-2.4800188839435577e-05
158,9.951278686523438,-7.1501007080078125,-5.5144195556640625
159,9.951499938964844,7.150299072265625,5.5144805908203125
160,-2.347991943359375,-0.00018372386693954468,-0.00011239387094974518
161,9.951362609863281,-7.1501617431640625,-5.5144500732421875
162,9.951522827148438,7.15032958984375,5.5144500732421875
163,-2.34796142578125,-0.0002510429185349494,-9.273621253669262e-05
164,9.951301574707031,-7.1501312255859375,-5.51446533203125
165,9.951507568359375,7.15032958984375,5.51446533203125
166,-2.347900390625,-0.00025384966284036636,-8.828053250908852e-05
167,9.9512939453125,-7.15008544921875,-5.5144500732421875
168,9.951210021972656,7.150054931640625,5.5144195556640625
169,-2.34814453125,0.000103821512311697,4.5345164835453033e-05
170,9.9512939453125,-7.1501617431640625,-5.514373779296875
171,9.951637268066406,7.1504364013671875,5.5145111083984375
172,-2.347930908203125,0.00017175916582345963,5.108863115310669e-05
173,9.951332092285156,-7.1501922607421875,-5.514373779296875
174,9.951553344726562,7.1503143310546875,5.514434814453125
175,-2.347991943359375,0.00015569478273391724,5.364972457755357e-05
176,9.951324462890625,-7.1502227783203125,-5.514404296875
177,9.951469421386719,7.150299072265625,5.51446533203125
178,-2.347991943359375,0.00011708494275808334,7.031485438346863e-05
179,9.9512939453125,-7.150177001953125,-5.5143890380859375
180,9.951431274414062,7.1502532958984375,5.51446533203125
181,-2.347808837890625,-8.419621735811234e-05,-5.7131052017211914e-05
182,9.951416015625,-7.1502532958984375,-5.5145111083984375
183,9.95166015625,7.150360107421875,5.5144805908203125
184,-2.347808837890625,-4.373956471681595e-05,-2.2273510694503784e-05
185,9.951393127441406,-7.1502532958984375,-5.51446533203125
186,9.951385498046875,7.1502838134765625,5.51446533203125
187,-2.347900390625,2.3832253646105528e-05,-5.593130481429398e-06
188,9.95147705078125,-7.1502685546875,-5.514495849609375
189,9.951637268066406,7.15032958984375,5.51446533203125
190,-2.347808837890625,-7.819384336471558e-05,-3.552436828613281e-05
191,9.951515197753906,-7.1502532958984375,-5.51446533203125
192,9.951774597167969,7.15045166015625,5.5145721435546875
193,-2.34796142578125,0.00019821058958768845,9.378697723150253e-05
194,9.951507568359375,-7.15032958984375,-5.51446533203125
195,9.9515380859375,7.150360107421875,5.5144195556640625
196,-2.3480224609375,0.00012334296479821205,4.5455992221832275e-05
197,9.951469421386719,-7.15032958984375,-5.5143890380859375
198,9.951393127441406,7.1502685546875,5.5143890380859375
199,-2.3480224609375,0.00012669246643781662,7.982179522514343e-05
200,9.951286315917969,-7.1502532958984375,-5.51446533203125
201,9.951736450195312,7.1504974365234375,5.5144805908203125
202,-2.347991943359375,0.00016867555677890778,5.4998788982629776e-05
203,9.951332092285156,-7.150299072265625,-5.5145416259765625
204,9.951385498046875,7.1502227783203125,5.514404296875
205,-2.348052978515625,6.827336619608104e-05,2.9644928872585297e-05
206,9.951553344726562,-7.150360107421875,-5.5145111083984375
207,9.951530456542969,7.1502838134765625,5.5144500732421875
208,-2.3480224609375,0.00014016591012477875,3.813207149505615e-05
209,9.951560974121094,-7.15032958984375,-5.5145111083984375
210,9.951507568359375,7.1502532958984375,5.5144500732421875
