structure_id,structure_hash,source_file,source_trajectory,frame_index,raw_source_family,scientific_domain,natoms,N_Si,N_O,O_over_Si,oxygen_deficiency_x,DFT_reference_status,student_training_eligible,preserve_for_PC004,notes
corpus:00000,2c1149c248966d2e,03_allegro_train/dataset.xyz,bulk_cryst,0,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00001,c465c99db203db2e,03_allegro_train/dataset.xyz,bulk_cryst,1,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00002,653e5b68bac0740c,03_allegro_train/dataset.xyz,bulk_cryst,2,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00003,d24fa9307b7dcb66,03_allegro_train/dataset.xyz,bulk_cryst,3,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00004,6c4050349ef88acf,03_allegro_train/dataset.xyz,bulk_cryst,4,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00005,3d6647619027dff4,03_allegro_train/dataset.xyz,bulk_cryst,5,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00006,34e30ac811432069,03_allegro_train/dataset.xyz,bulk_cryst,6,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00007,873f975558470a5e,03_allegro_train/dataset.xyz,bulk_cryst,7,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00008,368404dfb34a4731,03_allegro_train/dataset.xyz,bulk_cryst,8,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00009,128a1fb3012caead,03_allegro_train/dataset.xyz,bulk_cryst,9,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00010,ea72111cb489595e,03_allegro_train/dataset.xyz,bulk_cryst,10,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00011,2e0e555c4a5e54b6,03_allegro_train/dataset.xyz,bulk_cryst,11,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00012,764d887290502afb,03_allegro_train/dataset.xyz,bulk_cryst,12,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00013,c6a15a9fea922864,03_allegro_train/dataset.xyz,bulk_cryst,13,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00014,01a7842773efc3c6,03_allegro_train/dataset.xyz,bulk_cryst,14,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00015,54817244f48d1027,03_allegro_train/dataset.xyz,bulk_cryst,15,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00016,86e6d75e97f5f2a7,03_allegro_train/dataset.xyz,bulk_cryst,16,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00017,f9fa026c43f7796c,03_allegro_train/dataset.xyz,bulk_cryst,17,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00018,06508e78065b7295,03_allegro_train/dataset.xyz,bulk_cryst,18,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00019,9c4d7ebd3f252b31,03_allegro_train/dataset.xyz,bulk_cryst,19,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00020,ec902e81d456cc6d,03_allegro_train/dataset.xyz,bulk_cryst,20,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00021,27d1ef1943bced7a,03_allegro_train/dataset.xyz,bulk_cryst,21,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00022,01facf487ecf1e79,03_allegro_train/dataset.xyz,bulk_cryst,22,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00023,47d3aa2aff60f612,03_allegro_train/dataset.xyz,bulk_cryst,23,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00024,f453a50efa2d4c24,03_allegro_train/dataset.xyz,bulk_cryst,24,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00025,62b66e1eabab4897,03_allegro_train/dataset.xyz,bulk_cryst,25,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00026,f767c81c0b12667c,03_allegro_train/dataset.xyz,bulk_cryst,26,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00027,3507211c7cb80e6f,03_allegro_train/dataset.xyz,bulk_cryst,27,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00028,1e3cc464291d3099,03_allegro_train/dataset.xyz,bulk_cryst,28,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00029,e7515406f0b8b7b7,03_allegro_train/dataset.xyz,bulk_cryst,29,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00030,4e5fe56ac4be256d,03_allegro_train/dataset.xyz,bulk_cryst,30,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00031,61d2bedd7b0f4855,03_allegro_train/dataset.xyz,bulk_cryst,31,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00032,711e1c98f811912c,03_allegro_train/dataset.xyz,bulk_cryst,32,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00033,427fcc1571506984,03_allegro_train/dataset.xyz,bulk_cryst,33,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00034,5f40baaffc7058e6,03_allegro_train/dataset.xyz,bulk_cryst,34,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00035,42d4e06a9f01da94,03_allegro_train/dataset.xyz,bulk_cryst,35,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00036,6340e8ec4974ad5a,03_allegro_train/dataset.xyz,bulk_cryst,36,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00037,2a5ed20d1bd2cd72,03_allegro_train/dataset.xyz,bulk_cryst,37,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00038,7456dc84759e2c98,03_allegro_train/dataset.xyz,bulk_cryst,38,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00039,30a5f361521bfebb,03_allegro_train/dataset.xyz,bulk_cryst,39,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00040,cbaab1b6feb4587b,03_allegro_train/dataset.xyz,bulk_cryst,40,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00041,8d51d3f5607c8b53,03_allegro_train/dataset.xyz,bulk_cryst,41,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00042,b3919d534cff2cd3,03_allegro_train/dataset.xyz,bulk_cryst,42,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00043,38bb874cb1e42c9b,03_allegro_train/dataset.xyz,bulk_cryst,43,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00044,7c8b17148c9888ef,03_allegro_train/dataset.xyz,bulk_cryst,44,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00045,eb8f3139ec6e5d96,03_allegro_train/dataset.xyz,bulk_cryst,45,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00046,951d798b39599ce4,03_allegro_train/dataset.xyz,bulk_cryst,46,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00047,8b32f1981c761179,03_allegro_train/dataset.xyz,bulk_cryst,47,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00048,4ef496f958a915dc,03_allegro_train/dataset.xyz,bulk_cryst,48,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00049,f85aabf3cfbfb39b,03_allegro_train/dataset.xyz,bulk_cryst,49,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00050,3f955d25a45e7c49,03_allegro_train/dataset.xyz,bulk_cryst,50,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00051,7137d6138d8bcf72,03_allegro_train/dataset.xyz,bulk_cryst,51,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00052,6f953329ea37ded9,03_allegro_train/dataset.xyz,bulk_cryst,52,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00053,ab7c263bb0adba0d,03_allegro_train/dataset.xyz,bulk_cryst,53,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00054,992756d5d216648f,03_allegro_train/dataset.xyz,bulk_cryst,54,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00055,30cb672f588955bd,03_allegro_train/dataset.xyz,bulk_cryst,55,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00056,dad054f7a89e47c0,03_allegro_train/dataset.xyz,bulk_cryst,56,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00057,b90add34f2caeccc,03_allegro_train/dataset.xyz,bulk_cryst,57,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00058,29ce8dd38c6c66f7,03_allegro_train/dataset.xyz,bulk_cryst,58,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00059,322b26bd2bbf130f,03_allegro_train/dataset.xyz,bulk_cryst,59,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00060,07391857ec7b5e41,03_allegro_train/dataset.xyz,bulk_cryst,60,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00061,cf9cf11243a2b7b1,03_allegro_train/dataset.xyz,bulk_cryst,61,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00062,b7d9685f43b91969,03_allegro_train/dataset.xyz,bulk_cryst,62,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00063,fa95918dcf269150,03_allegro_train/dataset.xyz,bulk_cryst,63,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00064,4df6c34dbbd7e9ea,03_allegro_train/dataset.xyz,bulk_cryst,64,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00065,70caaa5bab7e6eb9,03_allegro_train/dataset.xyz,bulk_cryst,65,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00066,af990fb400b46dc9,03_allegro_train/dataset.xyz,bulk_cryst,66,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00067,b44bec61c89733f4,03_allegro_train/dataset.xyz,bulk_cryst,67,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00068,98abeddb34c1d5c8,03_allegro_train/dataset.xyz,bulk_cryst,68,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00069,a8a11a8165ebd00b,03_allegro_train/dataset.xyz,bulk_cryst,69,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00070,dd92ecb049896dcd,03_allegro_train/dataset.xyz,bulk_cryst,70,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00071,bb2785f5587ea456,03_allegro_train/dataset.xyz,bulk_cryst,71,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00072,c4d79adcd7b0ac19,03_allegro_train/dataset.xyz,bulk_cryst,72,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00073,2c249eaf971f062b,03_allegro_train/dataset.xyz,bulk_cryst,73,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00074,3f5dc1ee8bc8c005,03_allegro_train/dataset.xyz,bulk_cryst,74,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00075,bb0970ff8d148ff2,03_allegro_train/dataset.xyz,bulk_cryst,75,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00076,19dce2492a1ff883,03_allegro_train/dataset.xyz,bulk_cryst,76,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00077,669a1efe912c3977,03_allegro_train/dataset.xyz,bulk_cryst,77,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00078,998dca8a5ee52a80,03_allegro_train/dataset.xyz,bulk_cryst,78,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00079,d6c6c467289c37f3,03_allegro_train/dataset.xyz,bulk_cryst,79,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00080,6081198d54c746f8,03_allegro_train/dataset.xyz,bulk_cryst,80,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00081,7d29b8ba45e221e8,03_allegro_train/dataset.xyz,bulk_cryst,81,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00082,cef5e04765a9c31c,03_allegro_train/dataset.xyz,bulk_cryst,82,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00083,e11fcd3ac35bd611,03_allegro_train/dataset.xyz,bulk_cryst,83,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00084,642407dca3b38809,03_allegro_train/dataset.xyz,bulk_cryst,84,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00085,fc90bdd661a8e7d9,03_allegro_train/dataset.xyz,bulk_cryst,85,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00086,ca622a2f0ced35ab,03_allegro_train/dataset.xyz,bulk_cryst,86,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00087,d96b6b21f31a974d,03_allegro_train/dataset.xyz,bulk_cryst,87,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00088,6be62bee08bc1302,03_allegro_train/dataset.xyz,bulk_cryst,88,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00089,bf10838302642b8c,03_allegro_train/dataset.xyz,bulk_cryst,89,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00090,193aca37513f4aee,03_allegro_train/dataset.xyz,bulk_cryst,90,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00091,9437ec191483b0ad,03_allegro_train/dataset.xyz,bulk_cryst,91,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00092,5bce258419bda582,03_allegro_train/dataset.xyz,bulk_cryst,92,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00093,7ed12456b4df33d3,03_allegro_train/dataset.xyz,bulk_cryst,93,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00094,ec7d9f9067b685e0,03_allegro_train/dataset.xyz,bulk_cryst,94,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00095,a06dd6e97ab56c1c,03_allegro_train/dataset.xyz,bulk_cryst,95,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00096,5e7514cd971febc9,03_allegro_train/dataset.xyz,bulk_cryst,96,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00097,f6b97a315a837dd3,03_allegro_train/dataset.xyz,bulk_cryst,97,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00098,9172e14af31d9f8d,03_allegro_train/dataset.xyz,bulk_cryst,98,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
corpus:00099,702b63e6db632605,03_allegro_train/dataset.xyz,bulk_cryst,99,bulk_cryst,AMBIENT_CRYSTAL,108,36,72,2.0,0.0,teacher_corpus_DFT,True,False,
